text@al1995m	@al1995m	292.37	295.352	теперь вопросы / которые интресовали меня / по ходу / шоу //
text@al1995m	@al1995m	295.367	298.604	во-первых / во-первых это не скорее / скорее не к шоу а так / в целом / по тебе //
text@al1995m	@al1995m	298.609	300.713	во сколько ты вообще начала половую жизнь свою ?
text@al1995m	@al1995m	303.005	303.513	ня //
text@al1995m	@al1995m	304.33	304.75	извини //
text@al1995m	@al1995m	305.308	306.0	в пятнадцать //
text@al1995m	@al1995m	306.0	309.401	то есть аа как / этого парня звали я забыл / твоего ? 
text@al1995m	@al1995m	309.401	311.095	 когда #нрзб# //
text@al1995m	@al1995m	311.099	313.6	хх не я понял ну #нрзб# //
text@al1995m	@al1995m	313.993	315.189	то есть до Саши ещё был один ?
text@al1995m	@al1995m	316.516	316.909	давай //
text@al1995m	@al1995m	323.897	325.097	это был второй по счёту // 
text@al1995m	@al1995m	325.613	326.413	ага //
text@al1995m	@al1995m	327.485	328.72	ну так а какой по счёту ?
text@al1995m	@al1995m	330.105	331.522	настолько всё весело ? 
text@al1995m	@al1995m	332.012	333.526	какая у тебя интересная жизнь !
text@al1995m	@al1995m	335.213	335.713	#усмехается#
text@al1995m	@al1995m	338.092	339.014	ну ладно / хорошо //
text@al1995m	@al1995m	339.095	340.207	теперь вот вопрос //
text@al1995m	@al1995m	340.207	343.992	в передаче / в шоу / аа было сказано /  что вы предохранялись //
text@al1995m	@al1995m	344.399	345.3	каким образом ? 
text@al1995m	@al1995m	346.87	348.525	каким образом так получилось ?
text@al1995m	@al1995m	354.044	356.522	кстати на всякий случай я скажу что у неё / татуха //
text@al1995m	@al1995m	357.125	362.213	она не просто так памперсы повязала / ну / что это / пр... / пеленку / пеленку / не просто так пелёнку повязала //
text@al1995m	@al1995m	373.313	374.918	это что у вас за общий чан с гандонами ?
text@al1995m	@al1995m	396.222	397.919	хорошо / давай так / аа
text@al1995m	@al1995m	397.919	402.0	парень / который прокалывал гандоны / аа / #смеётся# //
text@al1995m	@al1995m	402.101	403.746	во-первых / зачем ?
text@al1995m	@al1995m	404.875	406.649	а девушка видимо не особо хотела ?
text@al1995m	@al1995m	408.8	410.253	а / как интересно всё //
text@al1995m	@al1995m	410.357	417.273	но при этом в его голове показалось хорошей мыслью / аа / пачку с битыми гандонами положить рядом / с точно такой же пачкой только не с не с не с битыми //
text@al1995m	@al1995m	418.547	422.4	было ещё лучше вот так вот если бы он сделал типо угадай где а ? братан / давай поиграем в эту игру
text@al1995m	@al1995m	442.374	443.499	#смеётся# //
text@al1995m	@al1995m	443.531	444.843	звучит слишком смешно //
text@al1995m	@al1995m	445.046	447.828	давай так аа / тогда кого в первую очередь ты хотела убить ?
text@al1995m	@al1995m	449.343	450.685	друга или парня ?
text@al1995m	@al1995m	455.943	459.843	так вы хоть что-то предъявили тому вот / прекрасному молодому человеку ?
text@al1995m	@al1995m	462.03	463.306	ты пытаешься его искать ?
text@al1995m	@al1995m	480.92	482.412	родила тогда когда хотела //
text@al1995m	@al1995m	487.52	488.197	угу //
text@al1995m	@al1995m	502.031	505.609	слушай я не думаю что зависит от / того / во сколько //
text@al1995m	@al1995m	509.0	510.906	то есть в принципе бывшему можно сказать спасибо //
text@al1995m	@al1995m	511.276	511.936	#смеётся#
text@al1995m	@al1995m	514.244	514.994	ну хоть что-то //
text@al1995m	@al1995m	515.279	516.552	хоть что-то сделал #нрзб# //
text@al1995m	@al1995m	517.424	519.273	ммм / ты сразу решила сохранить ребёнка ?
text@al1995m	@al1995m	520.481	521.225	а почему ?
text@al1995m	@al1995m	525.445	526.077	угу //
text@al1995m	@al1995m	534.535	536.056	возможно находила у тебя что-то в сумке ?
text@al1995m	@al1995m	542.789	544.405	и не сигареты #усмехается#
text@al1995m	@al1995m	548.172	549.745	с твоих слов получается сигареты добро да //
text@al1995m	@al1995m	552.516	553.662	между двух зол / я понял //
text@al1995m	@al1995m	561.069	571.81	ты ж должна понимать что / это бабушка / она довольно старой формации человек / она знает / ст... как раньше делались аборты и это на неё откло... откладывает определённые эти / моменты вскяие разные //
text@al1995m	@al1995m	590.73	592.1	ммм / подожди / давай так //
text@al1995m	@al1995m	592.1	595.81	если ситуация реальная вот с этими проколотыми презиками / то в чём твой косяк ?
text@a2001f	@a2001f	300.744	303.39	у меня об этом есть пост как ты мог его не читать ?
text@a2001f	@a2001f	304.397	305.299	в пятнадцать //
text@a2001f	@a2001f	309.414	309.911	#смеётся#
text@a2001f	@a2001f	309.918	312.71	 это были два разных человека #смеётся# //
text@a2001f	@a2001f	312.717	313.892	аа Саша //
text@a2001f	@a2001f	315.599	316.303	нет / подожди //
text@a2001f	@a2001f	316.9	323.82	Саша это парень аа с которым аа я лишилась девственности / а парень аа / который / отец ребенка / его звали Влад //
text@a2001f	@a2001f	325.003	326.41	нет #смеётся# //
text@a2001f	@a2001f	326.419	328.008	об этом история умалчивает //
text@a2001f	@a2001f	328.814	329.794	не будем об этом //
text@a2001f	@a2001f	331.6	333.298	не ну не настолько //
text@a2001f	@a2001f	333.504	335.401	все весело но не настолько //
text@a2001f	@a2001f	335.706	338.602	но в целом я просто не хочу это говорить // 
text@a2001f	@a2001f	344.107	344.492	да //
text@a2001f	@a2001f	345.5	346.642	презервативы //
text@a2001f	@a2001f	348.668	349.719	да короче //
text@a2001f	@a2001f	349.796	353.33	мы / снимали / аа  с друзьями какое-то время //
text@a2001f	@a2001f	353.65	355.014	ну пофиг #нрзб# //
text@a2001f	@a2001f	355.795	358.406	у меня да / татуха / я не //
text@a2001f	@a2001f	359.558	361.312	пеленка это ! прокладка //
text@a2001f	@a2001f	362.302	367.316	друг аа Влада прокалывал гандоны для своей девушки / хотел чтобы она забеременела и никуда от него не съебалась //
text@a2001f	@a2001f	367.61	371.588	и каким-то магическим образом наверное это было какое-то хоба они их перепутали //
text@a2001f	@a2001f	371.938	373.891	и потом я такая ии //
text@a2001f	@a2001f	375.367	390.056	слушай / я / нет это не общий чан это получилось так что / у пар... у парней идентичные / скажем так аа параметры / тела / и в итоге / они лежали на одном месте / одинаковые пачки / только одна была проколотая а другая нет //
text@a2001f	@a2001f	390.098	397.024	пачка-то в любом случае открытая / think about it / и то есть если бы она одна была закрытая другая открытая / логично / они бы не перепутали //
text@a2001f	@a2001f	400.002	402.157	он конч / всё / #смеётся# //
text@a2001f	@a2001f	403.481	405.847	он хотел чтоб его девушка залетела от него//
text@a2001f	@a2001f	406.225	408.852	девушка ваще не хотела / она потом всё-таки залетела и сделала аборт //
text@a2001f	@a2001f	416.931	418.547	это получилось на рандоме //
text@a2001f	@a2001f	422.405	441.937	слушай ну там нечаянно реально получилось / аа скроей аа / кто-то просто переложил их вместе я не знаю еще что-то / ну / даже включить голову со стороны его девушки да / она знает какими презервативами они пользуются / а тут лежит такая же пачка / она подумала что это их просто типо он забыл их в комнате где они ебались и всё / ну как бы хрен его знает / я не знаю / чё у этих людей в голове / факт остаётся фактом / гандоны проколоты / я беремена //
text@a2001f	@a2001f	441.937	445.39	#смеётся# 
text@a2001f	@a2001f	447.968	449.203	#усмехается#
text@a2001f	@a2001f	451.875	452.856	себя //
text@a2001f	@a2001f	452.949	456.875	это была самая здравая мысль за весь это день / ночь / не знаю //
text@a2001f	@a2001f	458.252	462.708	слушай / он у меня / я ему / он от меня уже год по Москве прячется / я не знаю где он #смеётся# //
text@a2001f	@a2001f	463.321	464.21	#смеётся#
text@a2001f	@a2001f	464.227	468.591	когда я родила / у меня была единственная мысль / уже найти его не убить а поблагодарить / наверное //
text@a2001f	@a2001f	468.591	473.454	ну потому что / хрен его знает родила б я через десять лет / был бы такой ребёнок спокойный как сейчас //
text@a2001f	@a2001f	473.647	475.022	то есть / ну хер его знает //
text@a2001f	@a2001f	475.136	476.84	может через десять лет я вообще б не родила //
text@a2001f	@a2001f	477.034	481.204	или / блин / это н... / это не пропаганда ранних родов / ни в коем случае //
text@a2001f	@a2001f	482.412	500.0	нет / родила когда хотела / ну смотри вот например моя / мать она родила там аа условно в тридцать лет / своего сына то есть мачеха / и аа блин / ребенок аа очень эм неспокойный / он очень много кричал / у него были какие-то / проблемы в том плане что ему вечно всё не нравится / и так далее//
text@a2001f	@a2001f	500.05	502.357	у меня наооборот ситуация щас идеальная //
text@a2001f	@a2001f	504.125	510.328	зависит от того / от кого ты родишь понимаешь ещё сам факт то что вот я была спокойная / он был спокойный //
text@a2001f	@a2001f	510.875	511.209	нет //
text@a2001f	@a2001f	511.215	514.244	можно сказать спасибо только за его сперму / больше ни за что / всё //
text@a2001f	@a2001f	514.988	515.77	хоть что-то да //
text@a2001f	@a2001f	515.77	517.046	пом... / на минималках //
text@a2001f	@a2001f	519.732	520.359	да //
text@a2001f	@a2001f	521.517	523.492	во-первых воспитание
text@a2001f	@a2001f	523.93	529.428	потому что я же жила с бабушкой / и / у нас / аа / такой разговор очень часто поднимался //
text@a2001f	@a2001f	529.428	534.394	наверное лет с четырнадцати / я не знаю как она палила то что я взрослею слишком рано//
text@a2001f	@a2001f	536.154	538.199	нет / она не копалась по моим вещам никогда //
text@a2001f	@a2001f	538.257	541.854	слушай / если бы она копалась по моим вещам / то она бы узнала что я курю не в семнадцать лет //
text@a2001f	@a2001f	542.199	544.405	а в двенадцать наверно / в тринадцать
text@a2001f	@a2001f	544.697	546.999	нет / сигареты / не надо / я против //
text@a2001f	@a2001f	547.043	548.048	наркотики зло //
text@a2001f	@a2001f	550.183	552.464	нет это всё  #нрзб# / лучше не начинать //
text@a2001f	@a2001f	553.744	559.558	она начала со мной профилактические беседы в стиле если ты забеременеешь / рожай / ля-ля-ля / родим воспитаем //
text@a2001f	@a2001f	559.558	562.651	ну типо для нее аборт равно убийство / у меня нет такой установки //
text@a2001f	@a2001f	565.45	566.72	я понимаю это //
text@a2001f	@a2001f	571.8	578.47	она понимает прекрасно / она достаточно современный человек / о том что / сейчас это всё делается намного проще //
text@a2001f	@a2001f	578.47	582.13	и нет никаких таких мучительных ужасных / всяких там прибомбасов //
text@a2001f	@a2001f	582.14	583.86	да нет / просто дело не в этом //
text@a2001f	@a2001f	583.9	590.04	в принципе / я придерживалась мнения / наверное / в этот момент / что / ну косяк по факту / как ни крути / на мне есть //
text@a2001f	@a2001f	590.46	592.14	и / за / сп...
words@al1995m	@al1995m	292.37	292.599	теперь
words@al1995m	@al1995m	292.599	292.828	вопросы
words@al1995m	@al1995m	292.828	293.057	/
words@al1995m	@al1995m	293.057	293.286	которые
words@al1995m	@al1995m	293.286	293.515	интресовали
words@al1995m	@al1995m	293.515	293.744	меня
words@al1995m	@al1995m	293.744	293.973	/
words@al1995m	@al1995m	293.973	294.202	по
words@al1995m	@al1995m	294.202	294.431	ходу
words@al1995m	@al1995m	294.431	294.66	/
words@al1995m	@al1995m	294.66	294.889	шоу
words@al1995m	@al1995m	294.889	295.118	/
words@al1995m	@al1995m	295.118	295.352	/
words@al1995m	@al1995m	295.367	295.521	во-первых
words@al1995m	@al1995m	295.521	295.675	/
words@al1995m	@al1995m	295.675	295.829	во-первых
words@al1995m	@al1995m	295.829	295.983	это
words@al1995m	@al1995m	295.983	296.137	не
words@al1995m	@al1995m	296.137	296.291	скорее
words@al1995m	@al1995m	296.291	296.445	/
words@al1995m	@al1995m	296.445	296.599	скорее
words@al1995m	@al1995m	296.599	296.753	не
words@al1995m	@al1995m	296.753	296.907	к
words@al1995m	@al1995m	296.907	297.061	шоу
words@al1995m	@al1995m	297.061	297.215	а
words@al1995m	@al1995m	297.215	297.369	так
words@al1995m	@al1995m	297.369	297.523	/
words@al1995m	@al1995m	297.523	297.677	в
words@al1995m	@al1995m	297.677	297.831	целом
words@al1995m	@al1995m	297.831	297.985	/
words@al1995m	@al1995m	297.985	298.139	по
words@al1995m	@al1995m	298.139	298.293	тебе
words@al1995m	@al1995m	298.293	298.447	/
words@al1995m	@al1995m	298.447	298.604	/
words@al1995m	@al1995m	298.609	298.842	во
words@al1995m	@al1995m	298.842	299.075	сколько
words@al1995m	@al1995m	299.075	299.308	ты
words@al1995m	@al1995m	299.308	299.541	вообще
words@al1995m	@al1995m	299.541	299.774	начала
words@al1995m	@al1995m	299.774	300.007	половую
words@al1995m	@al1995m	300.007	300.24	жизнь
words@al1995m	@al1995m	300.24	300.473	свою
words@al1995m	@al1995m	300.473	300.713	?
words@al1995m	@al1995m	303.005	303.174	ня
words@al1995m	@al1995m	303.174	303.343	/
words@al1995m	@al1995m	303.343	303.513	/
words@al1995m	@al1995m	304.33	304.47	извини
words@al1995m	@al1995m	304.47	304.61	/
words@al1995m	@al1995m	304.61	304.75	/
words@al1995m	@al1995m	305.308	305.481	в
words@al1995m	@al1995m	305.481	305.654	пятнадцать
words@al1995m	@al1995m	305.654	305.827	/
words@al1995m	@al1995m	305.827	306.0	/
words@al1995m	@al1995m	306.0	306.261	то
words@al1995m	@al1995m	306.261	306.522	есть
words@al1995m	@al1995m	306.522	306.783	аа
words@al1995m	@al1995m	306.783	307.044	как
words@al1995m	@al1995m	307.044	307.305	/
words@al1995m	@al1995m	307.305	307.566	этого
words@al1995m	@al1995m	307.566	307.827	парня
words@al1995m	@al1995m	307.827	308.088	звали
words@al1995m	@al1995m	308.088	308.349	я
words@al1995m	@al1995m	308.349	308.61	забыл
words@al1995m	@al1995m	308.61	308.871	/
words@al1995m	@al1995m	308.871	309.132	твоего
words@al1995m	@al1995m	309.132	309.401	?
words@al1995m	@al1995m	309.401	309.824	когда
words@al1995m	@al1995m	309.824	310.247	#нрзб#
words@al1995m	@al1995m	310.247	310.67	/
words@al1995m	@al1995m	310.67	311.095	/
words@al1995m	@al1995m	311.099	311.411	хх
words@al1995m	@al1995m	311.411	311.723	не
words@al1995m	@al1995m	311.723	312.035	я
words@al1995m	@al1995m	312.035	312.347	понял
words@al1995m	@al1995m	312.347	312.659	ну
words@al1995m	@al1995m	312.659	312.971	#нрзб#
words@al1995m	@al1995m	312.971	313.283	/
words@al1995m	@al1995m	313.283	313.6	/
words@al1995m	@al1995m	313.993	314.142	то
words@al1995m	@al1995m	314.142	314.291	есть
words@al1995m	@al1995m	314.291	314.44	до
words@al1995m	@al1995m	314.44	314.589	Саши
words@al1995m	@al1995m	314.589	314.738	ещё
words@al1995m	@al1995m	314.738	314.887	был
words@al1995m	@al1995m	314.887	315.036	один
words@al1995m	@al1995m	315.036	315.189	?
words@al1995m	@al1995m	316.516	316.647	давай
words@al1995m	@al1995m	316.647	316.778	/
words@al1995m	@al1995m	316.778	316.909	/
words@al1995m	@al1995m	323.897	324.068	это
words@al1995m	@al1995m	324.068	324.239	был
words@al1995m	@al1995m	324.239	324.41	второй
words@al1995m	@al1995m	324.41	324.581	по
words@al1995m	@al1995m	324.581	324.752	счёту
words@al1995m	@al1995m	324.752	324.923	/
words@al1995m	@al1995m	324.923	325.097	/
words@al1995m	@al1995m	325.613	325.879	ага
words@al1995m	@al1995m	325.879	326.145	/
words@al1995m	@al1995m	326.145	326.413	/
words@al1995m	@al1995m	327.485	327.661	ну
words@al1995m	@al1995m	327.661	327.837	так
words@al1995m	@al1995m	327.837	328.013	а
words@al1995m	@al1995m	328.013	328.189	какой
words@al1995m	@al1995m	328.189	328.365	по
words@al1995m	@al1995m	328.365	328.541	счёту
words@al1995m	@al1995m	328.541	328.72	?
words@al1995m	@al1995m	330.105	330.459	настолько
words@al1995m	@al1995m	330.459	330.813	всё
words@al1995m	@al1995m	330.813	331.167	весело
words@al1995m	@al1995m	331.167	331.522	?
words@al1995m	@al1995m	332.012	332.264	какая
words@al1995m	@al1995m	332.264	332.516	у
words@al1995m	@al1995m	332.516	332.768	тебя
words@al1995m	@al1995m	332.768	333.02	интересная
words@al1995m	@al1995m	333.02	333.272	жизнь
words@al1995m	@al1995m	333.272	333.526	!
words@al1995m	@al1995m	335.213	335.713	#усмехается#
words@al1995m	@al1995m	338.092	338.245	ну
words@al1995m	@al1995m	338.245	338.398	ладно
words@al1995m	@al1995m	338.398	338.551	/
words@al1995m	@al1995m	338.551	338.704	хорошо
words@al1995m	@al1995m	338.704	338.857	/
words@al1995m	@al1995m	338.857	339.014	/
words@al1995m	@al1995m	339.095	339.317	теперь
words@al1995m	@al1995m	339.317	339.539	вот
words@al1995m	@al1995m	339.539	339.761	вопрос
words@al1995m	@al1995m	339.761	339.983	/
words@al1995m	@al1995m	339.983	340.207	/
words@al1995m	@al1995m	340.207	340.459	в
words@al1995m	@al1995m	340.459	340.711	передаче
words@al1995m	@al1995m	340.711	340.963	/
words@al1995m	@al1995m	340.963	341.215	в
words@al1995m	@al1995m	341.215	341.467	шоу
words@al1995m	@al1995m	341.467	341.719	/
words@al1995m	@al1995m	341.719	341.971	аа
words@al1995m	@al1995m	341.971	342.223	было
words@al1995m	@al1995m	342.223	342.475	сказано
words@al1995m	@al1995m	342.475	342.727	/
words@al1995m	@al1995m	342.727	342.979	что
words@al1995m	@al1995m	342.979	343.231	вы
words@al1995m	@al1995m	343.231	343.483	предохранялись
words@al1995m	@al1995m	343.483	343.735	/
words@al1995m	@al1995m	343.735	343.992	/
words@al1995m	@al1995m	344.399	344.699	каким
words@al1995m	@al1995m	344.699	344.999	образом
words@al1995m	@al1995m	344.999	345.3	?
words@al1995m	@al1995m	346.87	347.201	каким
words@al1995m	@al1995m	347.201	347.532	образом
words@al1995m	@al1995m	347.532	347.863	так
words@al1995m	@al1995m	347.863	348.194	получилось
words@al1995m	@al1995m	348.194	348.525	?
words@al1995m	@al1995m	354.044	354.234	кстати
words@al1995m	@al1995m	354.234	354.424	на
words@al1995m	@al1995m	354.424	354.614	всякий
words@al1995m	@al1995m	354.614	354.804	случай
words@al1995m	@al1995m	354.804	354.994	я
words@al1995m	@al1995m	354.994	355.184	скажу
words@al1995m	@al1995m	355.184	355.374	что
words@al1995m	@al1995m	355.374	355.564	у
words@al1995m	@al1995m	355.564	355.754	неё
words@al1995m	@al1995m	355.754	355.944	/
words@al1995m	@al1995m	355.944	356.134	татуха
words@al1995m	@al1995m	356.134	356.324	/
words@al1995m	@al1995m	356.324	356.522	/
words@al1995m	@al1995m	357.125	357.328	она
words@al1995m	@al1995m	357.328	357.531	не
words@al1995m	@al1995m	357.531	357.734	просто
words@al1995m	@al1995m	357.734	357.937	так
words@al1995m	@al1995m	357.937	358.14	памперсы
words@al1995m	@al1995m	358.14	358.343	повязала
words@al1995m	@al1995m	358.343	358.546	/
words@al1995m	@al1995m	358.546	358.749	ну
words@al1995m	@al1995m	358.749	358.952	/
words@al1995m	@al1995m	358.952	359.155	что
words@al1995m	@al1995m	359.155	359.358	это
words@al1995m	@al1995m	359.358	359.561	/
words@al1995m	@al1995m	359.561	359.764	пр...
words@al1995m	@al1995m	359.764	359.967	/
words@al1995m	@al1995m	359.967	360.17	пеленку
words@al1995m	@al1995m	360.17	360.373	/
words@al1995m	@al1995m	360.373	360.576	пеленку
words@al1995m	@al1995m	360.576	360.779	/
words@al1995m	@al1995m	360.779	360.982	не
words@al1995m	@al1995m	360.982	361.185	просто
words@al1995m	@al1995m	361.185	361.388	так
words@al1995m	@al1995m	361.388	361.591	пелёнку
words@al1995m	@al1995m	361.591	361.794	повязала
words@al1995m	@al1995m	361.794	361.997	/
words@al1995m	@al1995m	361.997	362.213	/
words@al1995m	@al1995m	373.313	373.473	это
words@al1995m	@al1995m	373.473	373.633	что
words@al1995m	@al1995m	373.633	373.793	у
words@al1995m	@al1995m	373.793	373.953	вас
words@al1995m	@al1995m	373.953	374.113	за
words@al1995m	@al1995m	374.113	374.273	общий
words@al1995m	@al1995m	374.273	374.433	чан
words@al1995m	@al1995m	374.433	374.593	с
words@al1995m	@al1995m	374.593	374.753	гандонами
words@al1995m	@al1995m	374.753	374.918	?
words@al1995m	@al1995m	396.222	396.504	хорошо
words@al1995m	@al1995m	396.504	396.786	/
words@al1995m	@al1995m	396.786	397.068	давай
words@al1995m	@al1995m	397.068	397.35	так
words@al1995m	@al1995m	397.35	397.632	/
words@al1995m	@al1995m	397.632	397.919	аа
words@al1995m	@al1995m	397.919	398.29	парень
words@al1995m	@al1995m	398.29	398.661	/
words@al1995m	@al1995m	398.661	399.032	который
words@al1995m	@al1995m	399.032	399.403	прокалывал
words@al1995m	@al1995m	399.403	399.774	гандоны
words@al1995m	@al1995m	399.774	400.145	/
words@al1995m	@al1995m	400.145	400.516	аа
words@al1995m	@al1995m	400.516	400.887	/
words@al1995m	@al1995m	400.887	401.258	#смеётся#
words@al1995m	@al1995m	401.258	401.629	/
words@al1995m	@al1995m	401.629	402.0	/
words@al1995m	@al1995m	402.101	402.512	во-первых
words@al1995m	@al1995m	402.512	402.923	/
words@al1995m	@al1995m	402.923	403.334	зачем
words@al1995m	@al1995m	403.334	403.746	?
words@al1995m	@al1995m	404.875	405.128	а
words@al1995m	@al1995m	405.128	405.381	девушка
words@al1995m	@al1995m	405.381	405.634	видимо
words@al1995m	@al1995m	405.634	405.887	не
words@al1995m	@al1995m	405.887	406.14	особо
words@al1995m	@al1995m	406.14	406.393	хотела
words@al1995m	@al1995m	406.393	406.649	?
words@al1995m	@al1995m	408.8	409.007	а
words@al1995m	@al1995m	409.007	409.214	/
words@al1995m	@al1995m	409.214	409.421	как
words@al1995m	@al1995m	409.421	409.628	интересно
words@al1995m	@al1995m	409.628	409.835	всё
words@al1995m	@al1995m	409.835	410.042	/
words@al1995m	@al1995m	410.042	410.253	/
words@al1995m	@al1995m	410.357	410.56	но
words@al1995m	@al1995m	410.56	410.763	при
words@al1995m	@al1995m	410.763	410.966	этом
words@al1995m	@al1995m	410.966	411.169	в
words@al1995m	@al1995m	411.169	411.372	его
words@al1995m	@al1995m	411.372	411.575	голове
words@al1995m	@al1995m	411.575	411.778	показалось
words@al1995m	@al1995m	411.778	411.981	хорошей
words@al1995m	@al1995m	411.981	412.184	мыслью
words@al1995m	@al1995m	412.184	412.387	/
words@al1995m	@al1995m	412.387	412.59	аа
words@al1995m	@al1995m	412.59	412.793	/
words@al1995m	@al1995m	412.793	412.996	пачку
words@al1995m	@al1995m	412.996	413.199	с
words@al1995m	@al1995m	413.199	413.402	битыми
words@al1995m	@al1995m	413.402	413.605	гандонами
words@al1995m	@al1995m	413.605	413.808	положить
words@al1995m	@al1995m	413.808	414.011	рядом
words@al1995m	@al1995m	414.011	414.214	/
words@al1995m	@al1995m	414.214	414.417	с
words@al1995m	@al1995m	414.417	414.62	точно
words@al1995m	@al1995m	414.62	414.823	такой
words@al1995m	@al1995m	414.823	415.026	же
words@al1995m	@al1995m	415.026	415.229	пачкой
words@al1995m	@al1995m	415.229	415.432	только
words@al1995m	@al1995m	415.432	415.635	не
words@al1995m	@al1995m	415.635	415.838	с
words@al1995m	@al1995m	415.838	416.041	не
words@al1995m	@al1995m	416.041	416.244	с
words@al1995m	@al1995m	416.244	416.447	не
words@al1995m	@al1995m	416.447	416.65	с
words@al1995m	@al1995m	416.65	416.853	битыми
words@al1995m	@al1995m	416.853	417.056	/
words@al1995m	@al1995m	417.056	417.273	/
words@al1995m	@al1995m	418.547	418.722	было
words@al1995m	@al1995m	418.722	418.897	ещё
words@al1995m	@al1995m	418.897	419.072	лучше
words@al1995m	@al1995m	419.072	419.247	вот
words@al1995m	@al1995m	419.247	419.422	так
words@al1995m	@al1995m	419.422	419.597	вот
words@al1995m	@al1995m	419.597	419.772	если
words@al1995m	@al1995m	419.772	419.947	бы
words@al1995m	@al1995m	419.947	420.122	он
words@al1995m	@al1995m	420.122	420.297	сделал
words@al1995m	@al1995m	420.297	420.472	типо
words@al1995m	@al1995m	420.472	420.647	угадай
words@al1995m	@al1995m	420.647	420.822	где
words@al1995m	@al1995m	420.822	420.997	а
words@al1995m	@al1995m	420.997	421.172	?
words@al1995m	@al1995m	421.172	421.347	братан
words@al1995m	@al1995m	421.347	421.522	/
words@al1995m	@al1995m	421.522	421.697	давай
words@al1995m	@al1995m	421.697	421.872	поиграем
words@al1995m	@al1995m	421.872	422.047	в
words@al1995m	@al1995m	422.047	422.222	эту
words@al1995m	@al1995m	422.222	422.4	игру
words@al1995m	@al1995m	442.374	442.749	#смеётся#
words@al1995m	@al1995m	442.749	443.124	/
words@al1995m	@al1995m	443.124	443.499	/
words@al1995m	@al1995m	443.531	443.793	звучит
words@al1995m	@al1995m	443.793	444.055	слишком
words@al1995m	@al1995m	444.055	444.317	смешно
words@al1995m	@al1995m	444.317	444.579	/
words@al1995m	@al1995m	444.579	444.843	/
words@al1995m	@al1995m	445.046	445.26	давай
words@al1995m	@al1995m	445.26	445.474	так
words@al1995m	@al1995m	445.474	445.688	аа
words@al1995m	@al1995m	445.688	445.902	/
words@al1995m	@al1995m	445.902	446.116	тогда
words@al1995m	@al1995m	446.116	446.33	кого
words@al1995m	@al1995m	446.33	446.544	в
words@al1995m	@al1995m	446.544	446.758	первую
words@al1995m	@al1995m	446.758	446.972	очередь
words@al1995m	@al1995m	446.972	447.186	ты
words@al1995m	@al1995m	447.186	447.4	хотела
words@al1995m	@al1995m	447.4	447.614	убить
words@al1995m	@al1995m	447.614	447.828	?
words@al1995m	@al1995m	449.343	449.678	друга
words@al1995m	@al1995m	449.678	450.013	или
words@al1995m	@al1995m	450.013	450.348	парня
words@al1995m	@al1995m	450.348	450.685	?
words@al1995m	@al1995m	455.943	456.268	так
